Kinase Uniprot ID	Kinase Name	Mean Specificity Score	Mean Significance Score	Mean Final Score	Median Final score	Mean Kinase Statistic	Median Kinase Statistic	SD Kinase Statitistic	Mean peptide set size
P14616	IRR	0.805910356636922	0.97469413473523	1.78060449137215	1.46687177470904	-3.67168294790219	-3.16560709013606	0.78400934761835	4.33333333333333
Q13882	Brk	0.563098528013486	0.97469413473523	1.53779266274872	1.45882029102355	-2.94838032578353	-2.94359503988699	0.151966008011124	45.5555555555556
P08069	IGF1R	0.552717313575859	0.97469413473523	1.52741144831109	1.43561803594245	-3.16283559120779	-3.04947580274113	0.34392341877717	10.1111111111111
P09769	Fgr	0.503410079792677	0.97469413473523	1.47810421452791	1.41859278936996	-3.24613792007711	-3.12706067261924	0.415912298256231	4.75
P06213	InSR	0.462433211249177	0.97469413473523	1.43712734598441	1.397202334898	-2.99520545326229	-2.9288023356331	0.137231129877618	15.8888888888889
P54764	EphA4	0.421518518273724	0.97469413473523	1.39621265300895	1.397202334898	-3.09104253323888	-3.15457108460206	0.0869900515681015	4.6
P42680	TEC	0.376717496591972	0.97469413473523	1.3514116313272	1.38810683006347	-2.8759755703358	-2.89728877523513	0.0909450772267074	32.2222222222222
H0Y8A4	RYK	0.390969474647968	0.97469413473523	1.3656636093832	1.38586240914102	-2.99793406718316	-3.06689960619972	0.336820894833981	4.28571428571429
P41240	CSK	0.404533274615774	0.97469413473523	1.379227409351	1.38362952770873	-2.87752116116973	-2.91273062101094	0.150044061924173	33
P29376	LTK	0.427008870738439	0.97469413473523	1.40170300547367	1.38327005483802	-3.05261468398902	-3.00508578837143	0.222063302192894	10.375
P35916	FLT4	0.400883384988229	0.97469413473523	1.37557751972346	1.3753600939291	-2.97668672427601	-2.98178980100651	0.175323350572792	9.75
Q08345	DDR1	0.393748721871966	0.97469413473523	1.3684428566072	1.36734637121202	-3.10157082276174	-3.10157082276174	0	3
P54760	EphB4	0.363206830330154	0.97469413473523	1.33790096506538	1.33520764546664	-2.94143903195854	-2.94143903195854	0	3
Q9H3Y6	Srm	0.333634068364191	0.97469413473523	1.30832820309942	1.33322002423113	-2.86462108920119	-2.90606751708411	0.087197422319306	26.1111111111111
P29323	EphB2	0.347935767587644	0.97469413473523	1.32262990232287	1.32262990232287	-2.95984881110853	-2.95984881110853	0	5
Q16288	TRKC	0.376508087258694	0.97469413473523	1.35120222199392	1.31763828187813	-2.93234192792937	-2.9316229208904	0.0868410354831293	15.7777777777778
P29322	EphA8	0.351527999694872	0.97469413473523	1.3262221344301	1.31507862565509	-2.95737056413533	-2.95443221250132	0.100391810672668	3.75
P42685	FRK	0.332704759869228	0.97469413473523	1.30739889460446	1.31382865673136	-2.85418105123228	-2.85344962111777	0.045631827811752	33.5555555555556
P43403	ZAP70	0.365638519590018	0.97469413473523	1.34033265432525	1.31382865673136	-2.85286686630199	-2.84955014562093	0.0838247189849948	47.1111111111111
P42684	Arg	0.50437037681828	0.97469413473523	1.47906451155351	1.30444828166111	-2.88240631459034	-2.83416842489111	0.167763670049865	37.3333333333333
P22607	FGFR3	0.35639409451602	0.97469413473523	1.33108822925125	1.27921245824503	-2.8621007616556	-2.82672454271141	0.225276758489167	11
Q9UM73	ALK	0.258188353168302	0.97469413473523	1.23288248790353	1.2722635982897	-2.71883259101473	-2.82318497812872	0.200362036850513	32.3333333333333
P35968	KDR	0.241706282302933	0.97469413473523	1.21640041703816	1.24069484819684	-2.72623165505446	-2.83258246008867	0.163579325777737	13.7777777777778
Q16620	TRKB	0.247094358653323	0.97469413473523	1.22178849338855	1.21881927906274	-2.70944213214286	-2.74707616418043	0.210374428043941	17.3333333333333
P07949	Ret	0.287165836336909	0.97469413473523	1.26185997107214	1.21126614117229	-2.73493056780043	-2.69037864215869	0.265069958368123	11.6666666666667
P54756	EphA5	0.217249589089707	0.97469413473523	1.19194372382494	1.21126614117229	-2.55788793950382	-2.67845117110895	0.229909366917292	5.4
P04629	TRKA	0.24741643678132	0.97469413473523	1.22211057151655	1.20828128762283	-2.69797607737725	-2.73154678140386	0.205705711097218	10.6666666666667
P29320	EphA3	0.206174587084288	0.97469413473523	1.18086872181952	1.20018268937956	-2.54558167541414	-2.64015457393203	0.213654069298274	4.75
P07333	FmS/CSFR	0.282085087489863	0.97469413473523	1.25677922222509	1.16178077809237	-2.6931730472733	-2.53224760249863	0.733549257157198	6.6
Q06187	BTK	0.196412634952588	0.97469413473523	1.17110676968782	1.15911638641096	-2.66105867640149	-2.66994165921531	0.075429972432305	16.6666666666667
P07332	Fes	0.189306479278499	0.97469413473523	1.16400061401373	1.15121990556493	-2.62143806005238	-2.58699105223327	0.159584958530925	11.1111111111111
P23458	JAK1~b	0.15615626081216	0.97469413473523	1.13085039554739	1.14927238362317	-2.29347294932935	-2.53076015131563	0.474574403972553	4.5
P42681	TXK	0.141284416912593	0.97469413473523	1.11597855164782	1.12588943368343	-2.43764509856767	-2.6579678797082	0.426687726813897	20
Q15375	EphA7	0.165539711903141	0.97469413473523	1.14023384663837	1.12466087704546	-2.40512288472581	-2.37795976240282	0.04704790795562	4.66666666666667
P08581	Met	0.353231715043937	0.97469413473523	1.32792584977917	1.11856969049293	-2.82116300470882	-2.65012762697516	0.330650563606961	29.4444444444444
Q13308	CCK4/PTK7	0.146357838249475	0.97469413473523	1.1210519729847	1.11736163830396	-2.16231758321975	-2.16231758321975	0	3
P10721	Kit	0.177874004998367	0.97469413473523	1.1525681397336	1.11495556853808	-2.61268265943374	-2.53961556997567	0.160099019352029	11.3333333333333
P21709	EphA1	0.149986201157178	0.97469413473523	1.12468033589241	1.11109761911283	-2.20224950919784	-2.14956829671967	0.402410949359659	3.66666666666667
P21802	FGFR2	0.189764312601058	0.97469413473523	1.16445844733629	1.10663777291219	-2.50482733336904	-2.29855993672089	0.336040742724645	9.88888888888889
Q15303	HER4	0.213235724572586	0.97469413473523	1.18792985930782	1.08371453774554	-2.69267420016958	-2.57393434214809	0.268253084076191	23.3333333333333
P30530	Axl	0.175080380639296	0.97469413473523	1.14977451537453	1.08148738167538	-2.72767736690612	-2.6833304943249	0.157484833527354	46.1111111111111
P00533	EGFR	0.164455155098344	0.97469413473523	1.13914928983357	1.07927158869582	-2.7048690087056	-2.65490654380123	0.120136709240767	38.2222222222222
P04626	HER2	0.0977865570485704	0.97469413473523	1.0724806917838	1.05771408741485	-2.52307403975763	-2.49814045403263	0.152947773581867	25.7777777777778
P17948	FLT1	0.0956266394571196	0.97469413473523	1.07032077419235	1.05561604235916	-2.41534275602658	-2.34486906775772	0.175328548815874	16.4444444444444
P36888	FLT3	0.103629775309168	0.97469413473523	1.0783239100444	1.04732377169621	-2.27490618675355	-2.28137534740115	0.326072471526328	9.57142857142857
Q06418	Tyro3/Sky	0.0694541943617286	0.97469413473523	1.04414832909696	1.03717624271788	-2.55415829522273	-2.55201827448566	0.037315171765933	34.2222222222222
P43405	Syk	0.0507136420367091	0.97469413473523	1.02540777677194	1.01852570425987	-2.60282183454677	-2.60035670372966	0.0533595389835646	53.3333333333333
